gene_id,WT1,WT2,LOF1,LOF2,LOF3,GOF1,GOF2,GOF3
Cmtm6,13.8217,5.53021,13.44,14.916,20.6452,10.2848,15.2247,12.713
Cmtm7,4.80402,10.3898,10.6431,10.6956,4.56976,10.3876,10.2315,11.0318
Cmtm8,0.242406,0.900644,0,0.656909,0.922305,0.534378,0.59891,0.744638
Gpd1l,17.8823,8.25628,17.8068,23.7775,19.2617,12.5918,17.7636,15.7145
Osbpl10,7.39605,9.03064,17.0541,13.7094,7.66144,5.94811,6.18452,8.56327
Stt3b,34.3234,19.7028,33.7971,42.7453,35.5015,27.0364,35.442,27.1261
Stmn1-rs1,1.59659,2.88318,1.15446,1.10061,3.03717,1.35352,2.66824,1.13518
4930428G15Rik,0.331696,0.307926,0.227246,0,0,0.056219,0.385543,0
Gadl1,0,0,0,0,0,0.0665313,0.151992,0
Tgfbr2,5.02698,3.90037,4.94544,3.71973,1.84967,11.663,14.5114,17.1689
Rbms3,0.262418,0.488163,0.159284,0.0691154,0.523239,0.0205562,0.226053,0.543108
Azi2,9.71485,7.17008,11.1948,12.2606,14.5183,7.49233,11.049,7.73032
Cmc1,3.73603,5.40648,4.87203,5.71827,5.46756,9.79694,5.95235,7.06334
4933432G23Rik,0,0,0,0,0,0,0,0
Eomes,0,0,0,0,0,0,0.112003,0.178204
Golga4,8.98974,8.53529,8.55389,7.38843,12.5805,6.83902,7.75838,6.90227
Itga9,0.0304264,0.499721,0,0.225172,0.170436,0,0.468841,0.378584
Ctdspl,12.7896,9.90903,13.7507,13.6007,12.9994,13.7399,10.2954,10.6659
Mir26a-1,0,0,0,0,0,0,0,0
Vill,0,0,0.451887,0.788621,0.689836,0.292232,0.923552,0.380364
Plcd1,1.81745,2.08404,2.8004,3.58679,1.26814,1.10463,1.26849,0.512109
Dlec1,0,0.0835245,0.133246,0.057658,0,0.0762326,0,0.0767013
Acaa1b,0.939731,0.965329,1.74451,1.40399,1.12934,1.32167,1.61784,2.08994
Slc22a14,0,0,0,0,0,0,0,0
Slc22a13,0.101787,0.189234,0.125476,0.00871204,0,0,0.301898,0.0208561
Slc22a13b-ps,0.257962,1.54483,0.372993,0.723659,0,0.0875224,0.699988,0.411013
Oxsr1,10.2704,5.96164,10.6789,11.3205,11.1327,10.0106,11.239,10.02
Myd88,37.3317,23.7992,41.8369,37.3206,30.2462,30.0036,33.8772,39.5214
Acaa1a,8.65608,9.17614,12.0329,12.528,8.72522,9.96731,11.6729,12.5222
Xylb,23.1795,19.7959,18.7721,14.3445,17.3014,17.1662,17.5375,19.5383
Acvr2b,1.40549,1.93692,0.829822,1.67996,1.8444,2.17087,2.55766,3.00367
Exog,2.57229,1.40493,1.37064,1.67799,2.66664,2.19492,1.60912,1.62595
Scn5a,0,0,0,0,0,0.0144119,0,0
Scn10a,0,0,0,0,0,0,0,0
Scn11a,0,0,0,0,0,0,0,0
Wdr48,16.3359,10.6877,13.8337,16.1536,11.6291,18.0349,16.5745,21.5113
Gorasp1,8.14022,10.7162,4.85405,9.00334,3.04618,6.77087,6.89288,7.87298
Ttc21a,0,0,0,0.194562,0,0,0,0
Csrnp1,0.887745,0.386913,0.151983,0.356189,0.527953,0.522652,0.641401,0.369545
Xirp1,0,0,0,0,0,0,0,0
Cx3cr1,0,0,0,0,0,0,0,0
Ccr8,0,0,0,0,0,0,0,0
Slc25a38,3.82644,4.5304,4.09261,2.69173,9.97369,3.60161,2.17173,4.72496
Rpsa,157.613,198.938,139.854,146.398,94.0228,235.382,242.748,264.556
Snora62,0,0,0,0,0,0,0,0
Mobp,0,0,0,0,0,0,0,0
Myrip,0.165801,0.061677,0.283838,0.276753,1.32534,0,0.217006,0
Eif1b,3.05625,5.23262,7.06618,6.90603,1.4534,7.77201,8.1606,7.62656
Entpd3,0,0.0429188,0,0,0,0.152773,0.966501,1.66723
Rpl14,127.9,146.058,114.785,126.756,140.574,166.954,155.238,204.662
5830454E08Rik,0,1.12984,0,0.520788,0,0.49508,1.37941,0.43603
1700020M21Rik,0,0,0,0,0,0,0,0
4930593C16Rik,0,0,0,0,0,0,0,0
Ctnnb1,78.3566,43.5309,72.6447,76.4274,87.9093,91.338,99.3833,96.2083
Mir7090,0,0,0,0,0,0,0,0
Ulk4,0.0194377,0.12653,0.266209,0.0748725,0.443922,0.237569,0.212,0.0796779
Trak1,36.2314,36.0984,30.44,37.1946,36.9531,30.4503,38.1845,33.8285
Cck,0,0,2.72593,0,11.0965,1.07847,4.05883,0.746331
Lyzl4,0,0,0,0,0,0,0,0
Lyzl4os,0,0,0,0,0,0,0,0
Vipr1,62.3229,54.2476,59.8595,66.5405,55.0187,44.0195,32.9626,29.7826
Sec22c,1.96029,1.25421,1.6293,2.56463,3.15708,1.64272,1.87407,1.4792
Deb1,0.756839,0.350781,0.518727,1.2948,0,0.384317,0.988901,0.580392
Nktr,14.4271,15.5015,14.0592,12.9092,14.6703,13.086,13.3202,9.50837
E530011L22Rik,0,0.359249,0.0826783,0.444384,0,0.45495,0.126408,0.0866038
Zfp651,0,0.218331,0,0.0793214,0,0.106976,0.0754676,0.310235
Klhl40,0,0,0,0,0,0,0,0
Hhatl,0,0,0,0,0,0,0,0
Ccdc13,0,0,0,0,0,0,0,0
Higd1a,2.40563,2.07343,1.31802,2.86386,0,0.667949,1.18279,1.43387
Ackr2,0,0,0,0,0,0,0,0
Cyp8b1,0,0,0,0,0,0,0,0
1700048O20Rik,1.99655,1.07223,0.881191,0.246832,0,0.83564,1.68357,1.45448
Fam198a,0,0,0.0751927,0.135907,0.501541,0.0878813,0.0862253,0.123775
Pomgnt2,9.69526,6.25228,2.40801,4.9535,5.97672,6.17014,6.73434,6.41664
Snrk,11.3427,6.27877,13.0655,12.3648,10.904,14.7398,15.2434,14.6703
Ano10,19.423,9.746,13.6447,16.0862,8.18337,26.0761,21.0526,26.7723
Mir8106,0,0,0,0,0,0,0,0
Abhd5,1.39626,0.259657,0.452002,1.5211,0.193254,0.904884,1.15176,0.20811
A730085K08Rik,0,0,0,0,0,0,0,0
9530059O14Rik,0,0,0,0,0,0,0,0
Mir138-1,0,0,0,0,0,0,0,0
Topaz1,0,0,0,0,0,0,0,0
Tcaim,0.447629,1.05277,0.288505,0.619806,2.60575,1.03239,0.999333,1.80775
Zfp445,4.12377,4.72039,4.02277,3.56799,3.28436,4.33628,5.13735,3.69319
Zkscan7,1.34717,2.77555,3.21662,1.19983,0.277149,2.26147,2.25522,1.62273
Zfp105,0.244288,0.0756935,0.111534,0.104544,0,0.373079,0.230863,0.542257
1110059G10Rik,0.948947,0.61767,0.357407,0.619356,1.62537,0.326173,0.486422,0.498362
Kif15,9.47566,7.51857,11.7109,12.65,8.84585,8.10961,9.75318,8.75493
Tmem42,0.646216,1.81534,0.295339,2.20778,6.57653,3.94234,2.44424,4.29282
Tgm4,0.493441,0.0809619,0.65595,0.770188,0,0.280804,0.27856,0.282545
Zdhhc3,15.2317,12.593,16.2055,20.7676,24.58,14.9674,19.2836,18.1573
Exosc7,6.56915,6.64217,7.23401,8.57479,6.01117,9.30615,6.92461,5.32143
Clec3b,0,0,0,0,0,0,0,0
Cdcp1,14.8727,10.4735,10.9191,9.26115,17.9804,14.1182,12.8238,12.8947
Tmem158,0.23755,0.750682,0.0976156,0.182985,0.904032,0.120916,0.372984,0.219013
Lars2,56.6137,74.6135,66.0371,70.677,62.2807,73.6171,79.9218,69.261
Limd1,16.6523,8.30283,16.8817,19.1543,14.361,13.2925,13.8987,16.4909
Sacm1l,1.50863,0.604296,1.84368,1.58935,2.73862,1.41827,1.35678,2.43785
Slc6a20b,0.364142,0.338597,1.32993,1.44245,1.43222,0.278138,0.402433,0.0808478
Slc6a20a,11.1086,11.0488,32.7108,49.5402,22.4543,3.4435,2.60169,2.49084
Lztfl1,2.09645,0.866407,2.297,1.58514,1.4186,2.45537,2.75388,2.23185
Ccr9,0.219627,0.136158,0,0.125333,0,0.21438,0.359326,0.046887
Fyco1,16.0161,11.6457,12.8237,10.489,14.4589,14.3596,12.7041,10.3695
Cxcr6,0.0864967,0.884401,0.651621,0.425688,0.329186,0.286201,0.0754535,0.155072
Xcr1,0.815461,0.663934,0.17866,0.117816,0.270402,0.229124,0.282803,0.354904
Cdkn2d,0.963692,0.401375,1.00149,1.18024,0,0.57492,0.710047,0.663648
Ccr1,0,0,0,0,0,0,0,0
Ccr1l1,0,0,0,0,0,0,0,0
Ccr3,0,0,0,0,0,0,0,0
Ccr2,0,0,0,0,0,0,0,0
Ccr5,0,0,0,0,0,0,0,0
Ppp2r3d,8.52115,8.71851,5.32802,5.25778,4.56917,4.1973,5.28308,4.60164
4930526I15Rik,13.1369,8.93747,8.83195,15.2294,4.26681,9.96921,10.6527,14.8991
Nlrp4g,0,0,0,0,0,0,0,0
2010315B03Rik,0.649352,0.748646,0.942607,1.04022,1.28582,0.297112,1.39241,1.4488
Jrkl,0.597013,0.176623,0.650422,0.499404,0,0.953427,1.23116,1.39034
Ccdc82,27.1029,27.5778,24.1026,19.02,25.3621,20.6861,20.6787,19.3092
Tcstv3,0,0,0,0,0,0,0,0
BC147527,0,0,0,0,0,0,0,0
Tcstv1,0,0,0,0,0,0,0,0
AF067063,0,0,0,0,0,0,0,0
Ccl21b,0,0,0,0,0,0,0,0
Gm21541,0,0,0,0,0,0,0,0
4933409K07Rik,5.16444,6.70254,4.85081,4.1285,6.65951,5.87607,5.42116,5.13347
Gm13298,0,0,0,0,0,0,0,0
Gm13308,0,0.000157955,0.02496,7.53E-05,0,7.80E-05,0.258813,0
Gm20878,0,0.0886933,0,0.205233,0,0.145992,5.39E-06,0
Ccl21b,0,0,0,0,0,0,0,0
Ccl21c,0,0,0,0,0,0,0,0
AU018829,1.57E-06,0,0,0,0,0,0,0
Gm16367,0.0360137,0,0,0,0,0,0,0
Gm16367,0.0360159,0,0,0,0,0,0,0
AU018829,1.57E-06,0,0,0,0,0,0,0
Gm16367,0.0360137,0,0,0,0,0,0,0
A430089I19Rik,0,0,0,0,0,0,0,0
Gm3286,0,0,0,0,0,0,0,0
E330014E10Rik,0,0,0,0,0,0,0,0
BC061212,0,0,0,0,0,0,0,0
Gm6367,0,0,0,0,0,0,0.00714531,0
AU018829,1.57E-06,0,0,0,0,0,0,0
Gm16367,0.0360137,0,0,0,0,0,0,0
Spt1,0,0,0,0,0,0,0,0
Vmn2r-ps159,0,0,0,0,0,0,0,0
Vmn2r123,0,0,0,0,0,0,0,0
B020031M17Rik,0,0,0,0,0,0,0,0
Ulbp1,0.725945,0,1.2785,2.10804,0.394658,0.395879,1.37949,1.43412
Mucl1,0,0,0,0,0,0,0,0
Gm14345,0,0,0,0,0,0,0,0
Gm14351,0,0,0,0,0,0,0,0
Gm21950,0,0,0,0,0,0,0,0
Gm21951,0,0,0,0,0,0,0,0
Gm14351,0,0,0,0,0,0,0,0
Gm14345,0,0,0,0,0,0,0,0
Gm14345,0,0,0,0,0,0,0,0
Gm14351,0,0,0,0,0,0,0,0
Gm21950,0,0,0,0,0,0,0,0
Gm21951,0,0,0,0,0,0,0,0
Spin2-ps1,0,0,0,0,0,0,0,0
Gm3701,0,0,0,0,0,0,0,0
Gm14351,0,0,0,0,0,0,0,0
Gm3750,0,0,0,0,0,0,0,0
Gm14347,0,0,0,0,0,0,0,0
Gm21951,0,0,0,0,0,0,0,0
Gm21950,0,0,0,0,0,0,0,0
Gm10922,0,0,0,0,0,0,0,0
Gm10921,0,0,0,0,0,0,0,0
Gm5925,0,0,0,0,0,0,0,0
Gm3750,0,0,0,0,0,0,0,0
Gm3763,0,0,0,0,0,0,0,0
Mycs,0,0,0,0,0,0,0,0
Gm14374,0,0,0,0,0,0,0,0
Nudt11,0,0,0,0,0,0,0,0
AU022751,0,0,0,0,0,0,0,0
Nudt10,0,0,0,0,0,0,0,0
Bmp15,0,0,0,0,0,0,0,0
Shroom4,0.875257,0.514951,0.195706,0.833306,0,0.582191,0.51433,0.668152
5430428K19Rik,0,0,0,0,0,0,0.930955,0
Dgkk,0,0,0,0,0,0,0,0
Ccnb3,0,0,0,0,0,0,0,0
Akap4,0,0,0,0,0,0,0,0
Clcn5,3.31454,1.50151,2.71465,2.15292,1.51655,3.45411,4.77062,4.12801
Mir500,0,0,0,0,0,0,0,0
Mir501,0,0,0,0,0,0,0,0
Mir362,0,0,0,0,0,0,0,0
Mir188,0,0,0,0,0,0,0,0
Mir532,0,0,0,0,0,0,0,0
Usp27x,0.197125,0.0687356,0.303727,0.305827,0.375152,0.0878303,0.354727,0.328245
Gm14379,0,0,0,0,0,0,0,0
2010204K13Rik,2.80704,0,0.961882,1.64553,0,4.18807,0.8445,6.10683
Ppp1r3f,0.114081,0.23338,0.562446,0.214915,0,0.0813301,0.617366,0.444233
Ccdc22,4.95906,4.07565,3.74068,1.61479,5.0604,3.62242,5.18835,3.73702
Ppp1r3fos,0.345754,0.192904,0.110492,0.147978,0,0.387344,0,0.0354307
Foxp3,0.0646227,0.160262,0,0,0,0.0548502,0.0563876,0.0110373
Cacna1f,0,0,0,0,0,0,0,0
Syp,0.325124,0,0.445305,0.0834859,0,0.0827669,0.496378,0.582969
Prickle3,8.55012,4.48881,7.80713,9.57126,9.69874,8.24535,9.62386,6.14946
Plp2,367.099,283.885,393.351,541.784,397.358,453.774,424.329,597.994
Magix,0.290129,0.242773,0.278161,0.11175,0,0.0738563,0.367045,0
Gpkow,4.03117,3.35503,4.6059,5.00429,7.45998,4.10557,5.83937,3.37778
Wdr45,9.56193,4.0389,6.58787,8.6111,13.7503,16.4626,15.1019,22.7148
Praf2,3.23564,7.58045,4.91436,5.62848,4.55001,4.97481,9.35484,6.98738
Ccdc120,3.62591,2.23426,2.6475,2.16884,0.332562,6.48475,7.12773,9.14367
Mir684-1,0,0,0,0,0,0,0,0
Tfe3,14.1739,6.89696,7.17392,10.0102,6.4405,12.7641,11.8698,14.2566
Gripap1,4.76203,4.83486,2.47391,2.70568,1.77084,4.16668,3.97286,3.89804
Kcnd1,0.167092,0,0.228868,0.214523,0,0,0.236862,0.0641935
Otud5,13.8712,15.6244,14.2244,12.5407,12.696,14.1297,15.7704,18.0317
Pim2,2.6357,0.593958,0.765782,1.09378,1.36787,2.54124,3.01344,2.49573
Slc35a2,6.18675,11.0933,11.2512,14.3328,10.3548,9.34104,9.79629,8.49383
Pqbp1,23.9953,16.3561,25.6032,23.5303,20.8584,21.3771,23.0644,27.0345
Timm17b,9.46837,6.45944,8.39915,4.89243,2.49161,7.30582,6.94469,6.26829
Pcsk1n,0,0,0,0,0,0,0,0
Eras,0,0,0,0,0,0,0,0
Hdac6,6.15938,8.41045,4.81964,4.48815,1.40962,5.19484,4.49838,4.90381
Gata1,0,0,0,0,0,0,0,0
Glod5,7.12875,12.9747,17.7537,17.8285,30.7628,6.54948,3.70383,7.57461
Suv39h1,23.5598,19.8093,19.2149,22.5215,20.341,16.6781,21.0119,24.0189
Was,0.165191,0.0843075,0.0319426,0.0499022,1.08481,0.118724,0.262783,0.0763247
Gm6787,0,0,0.196458,0,0,0.116783,0,0.0881397
Wdr13,5.46154,5.35927,6.68109,5.89243,5.97244,7.38219,7.17685,8.74976
Rbm3,41.9247,40.2959,37.2783,49.7461,26.2068,56.924,49.2746,73.5154
Rbm3os,1.05572,0.980157,1.37419,1.35505,0,2.52318,0.782316,1.24275
Tbc1d25,7.8398,6.82829,4.62111,5.09722,6.67368,4.73272,6.06064,7.25417
Ebp,11.5356,8.12917,14.9915,20.8389,17.4523,8.928,10.0624,12.7858
Porcn,3.47502,0.940359,0.903745,1.50598,3.85019,2.48547,1.59241,1.68989
Ftsj1,3.35634,2.37121,2.98764,2.55285,0.815454,2.74764,2.76354,2.53566
Slc38a5,0,0,0,0,0,0.111832,0,0.0225063
Ssxb10,0,0,0,0,0,0,0,0
Ssxb9,0,0,0,0,0,0,0,0
Ssxb1,0,0,0,0,0,0,0,0
Ssxb2,0,0,0,0,0,0,0,0
Gm14459,0,0,0,0,0,0,0,0
Ssxb6,0,0,0,0,0,0,0,0
Ssxb3,0,0,0,0,0,0,0,0
Ssxb8,0,0,0,0,0,0,0,0
Ssx9,0,0,0,0,0,0,0,0
Ssxb5,0,0,0,0,0,0,0,0
Gm6592,0,0,0,0,0,0,0,0
B630019K06Rik,0.0616472,0.25792,0.591039,0.329791,0,0.23541,0.215133,0.126331
Gm5634,0,0,0,0,0,0,0,0
Gm14511,0,0,0,0,0,0,0,0
Gm14499,0,0,0,0,0,0,0,0
Gm14458,0,0,0,0,0,0,0,0
Fthl17,0,0,0,0,0,0,0,0
Gm14499,0,0,0,0,0,0,0,0
Gm5635,0,0,0,0,0,0,0,0
4930402K13Rik,0,0,0,0,0,0,0,0
Lancl3,0,0.0941246,0,0,0,0.0824719,0.00883153,0.0414903
Xk,4.25294,1.71587,4.16495,3.18544,2.0831,4.45137,4.14755,5.74466
1700012L04Rik,0,0.0430067,0,0,0,0,0,0
Gm14501,0,0.0416103,0,0,0,0,0,0
Cybb,0,0,0,0,0.253098,0,0,0
Gm5132,0,0,0,0,0,0,0,0
Dynlt3,1.43436,1.19304,3.43808,2.32617,2.15488,2.59422,2.58492,2.64907
Hypm,0,0,0,0,0,0,0,0
4930557A04Rik,0,0,0,0,0,0,0,0
Sytl5,0.0239165,0.122393,0.212999,0.983187,0,0.0548369,0.0260949,0
Srpx,0,0,0,0,0,0,0,0
Rpgr,1.6832,1.46548,1.1089,1.0775,0.90283,1.18163,2.0101,2.16378
Otc,14.7077,6.91966,20.1692,19.8939,19.7485,16.6337,8.47588,10.321
Tspan7,28.2674,11.7584,21.2003,22.2504,29.2749,30.0511,29.9732,26.0619
Mid1ip1,6.81586,2.54151,6.53193,8.38957,6.78558,3.46982,5.35749,9.55925
Gm14483,0,0,0,0,0,0,0,0
Gm14476,0,0,0,0,0,0,0,0
Gm14474,0,0.0469454,0,0,0,0,0,0
Gm14475,0,0,0,0,0,0,0,0
Gm14482,0,0,0,0,0,0,0,0
Gm14483,0,0,0,0,0,0,0,0
Gm14479,0,0,0,0,0,0,0,0
Gm14484,0,0.0464591,0,0,0,0,0,0
Gm14482,0,0,0,0,0,0,0,0
Gm14475,0,0,0,0,0,0,0,0
Gm14482,0,0,0,0,0,0,0,0
Gm14478,0,0,0,0,0,0,0,0
Gm14475,0,0,0,0,0,0,0,0
Gm14482,0,0,0,0,0,0,0,0
Gm14478,0,0,0,0,0,0,0,0
Gm14476,0,0,0,0,0,0,0,0
Gm14475,0,0,0,0,0,0,0,0
Gm4906,0,0,0,0,0,0,0,0
Bcor,13.2007,8.72801,10.9292,9.08644,9.29295,10.3254,11.4727,14.2439
2900008C10Rik,0,0,0.337965,0,0,0.84747,0.69933,0.473793
Gm14635,0,0,0,0,0,0,0,0
Atp6ap2,6.45498,2.82589,8.34995,9.80767,8.18921,10.6069,9.57928,12.5275
Gm4984,0,1.12379,1.91306,1.2347,3.89564,0.568153,2.51606,0.52416
1810030O07Rik,9.82015,8.32916,8.70928,11.2475,15.9758,13.4927,12.1884,12.5654
Med14,24.2287,12.2317,22.8325,22.9811,25.5785,24.3083,21.7448,25.546
Gm14634,0.943968,0,0.442348,0.297656,0,0.809217,0.325025,0.279915
AA414768,0,0,0,0,0,0,0,0
5730405O15Rik,0,0,0.475669,0,0,0,0,0
Usp9x,3.38198,3.06668,6.6292,5.98613,5.87681,5.73109,6.27356,5.69575
2010308F09Rik,0,0,0,0,0,0,0,0
Ddx3x,12.5525,5.70808,12.7631,12.617,10.8591,11.9752,14.5055,17.6569
Nyx,0.0659017,0,0.1053,0,0,0,0,0
Cask,6.79343,5.11744,9.78333,10.0269,5.92109,7.18324,7.94023,7.84287
Gpr34,0,0,0.177218,0.0184565,0,0,0.056432,0
Gpr82,0.0969245,0.0300372,0.508883,0.207404,0.245932,0,0.126839,0.0331033
Gm5382,0,0,0,0,0,0,0,0
Ppp1r2-ps9,0,0,0,0,0,0,0,0
Cypt1,0,0,0,0,0,0,0,0
Cypt7,0,0,0,0,0,0,0,0
Cypt8,0,0,0,0,0,0,0,0
Maoa,2.51321,2.37255,8.01822,6.5324,9.49378,2.01677,1.68203,1.43897
Maob,2.17755,1.96215,4.70315,6.07899,1.78506,1.34745,2.23582,1.01258
Ndp,0,0,0,0,0,0,0,0
Efhc2,0,0,0,0,0,0,0,0
Fundc1,1.383,1.51929,1.89432,1.00437,3.82794,3.34948,1.53548,3.28454
Dusp21,0,0,0,0,0,0,0,0
Kdm6a,11.4463,9.82423,8.93429,10.3296,14.1817,11.499,14.1003,12.9958
4930578C19Rik,0,0,0,0,0,0,0,0
Mir221,0,0,0,0,0,0,0,0
Mir222,0,0,0,0,0,0,0,0
Chst7,0,0,0,0,0,0,0,0
Slc9a7,0,0,0,0,0,0.0832227,0.042781,0
Rp2h,2.13149,0.768061,4.22372,2.62825,2.45109,1.6331,3.50151,2.21318
Jade3,2.70834,1.50822,1.94341,2.04762,4.81505,2.59343,4.06129,3.84723
Rgn,0.737344,0.440519,0.43286,0.991683,0,0.80418,0.48236,1.4836
Ndufb11,19.9155,14.6385,12.0093,16.154,27.6218,18.4618,18.4477,24.2619
Rbm10,28.2702,26.8668,30.2501,30.6989,24.8758,26.6047,32.7293,27.0777
Uba1,83.2982,44.9948,71.6323,77.9714,64.5363,69.368,73.1564,88.591
Cdk16,77.834,72.2733,84.0132,87.3145,80.896,65.2284,79.2108,76.4744
Usp11,3.9092,2.69421,2.88169,1.13179,0.787739,5.11715,4.48417,4.13551
Araf,48.7874,45.4484,38.7579,40.8551,27.6553,28.0496,33.0731,37.4772
Syn1,0,0,0.120607,0,1.34079,0.128121,0.175626,0
Mir5617,0,0,0,0,0,0,0,0
Timp1,0,0,0,0,0,0,0,0
Cfp,2.50833,2.17901,2.42755,1.54009,1.03754,0.915833,1.4982,2.12247
Elk1,7.35821,4.33899,4.1478,6.12561,1.28083,6.63722,7.78044,5.52878
Uxt,1.81209,2.17716,3.28617,3.5572,4.46043,4.01102,3.34535,4.80081
A230072C01Rik,3.58273,3.45782,1.13156,3.13715,5.69405,2.68259,1.98603,1.87458
Zfp182,0.504452,1.58041,0.690874,0.664795,1.31379,1.01421,1.05996,0.312924
Spaca5,0,0,0,0,0,0,0,0
Zfp300,0,0,0,0,0,0,0.0221967,0.0260702
4930453H23Rik,0,0,0,0,0,0,0,0
Gm6938,0.466323,0.324642,0,0,0,0,0,0
Gm5124,0,0,0,0,0,0,0.126446,0
Agtr2,0,0,0,0,0,0,0,0
Slc6a14,0,0,0,0,0,0,0,0
Ppp1r2-ps7,0,0,0,0,0,0,0,0
Klhl13,0.0493595,0.13699,0,0,0,0.213828,0.129304,0
Wdr44,1.11781,1.27248,1.0162,1.45174,1.32046,0.853874,0.546519,0.839388
Gm4907,0,0,0,0,0,0,0,0
Gm5934,0,0,0,0,0,0,0,0
Gm4297,0,0,0,0,0,0,0,0
Gm5935,0,0,0,0,0,0,0,0
Gm14819,0,0,0,0,0,0,0,0
Gm10486,0,0,0,0,0,0,0,0
Gm10147,0,0,0,0,0,0,0,0
Gm10096,0,0,0,0,0,0,0,0
Gm10058,0,0,0,0,0,0,0,0
Gm5169,0,0,0,0,0,0,0,0
Gm1993,0,0,0,0,0,0,0,0
Gm5168,0,0,0,0,0,0,0,0
Gm2012,0,0,0,0,0,0,0,0
Slx,0,0,0,0,0,0,0,0
Gm6121,0,0,0,0,0,0,0,0
Gm2030,0,0,0,0,0,0,0,0
Gm14525,0,0,0,0,0,0,0,0
Gm14819,0,0,0,0,0,0,0,0
Gm10486,0,0,0,0,0,0,0,0
Gm10147,0,0,0,0,0,0,0,0
Gm10096,0,0,0,0,0,0,0,0
Gm10058,0,0,0,0,0,0,0,0
Gm10487,0,0,0,0,0,0,0,0
Gm10488,0,0,0,0,0,0,0,0
Gm10230,0,0,0,0,0,0,0,0
Gm10486,0,0,0,0,0,0,0,0
Gm10147,0,0,0,0,0,0,0,0
Gm10096,0,0,0,0,0,0,0,0
Gm10058,0,0,0,0,0,0,0,0
Gm10230,0,0,0,0,0,0,0,0
Gm10486,0,0,0,0,0,0,0,0
Gm10147,0,0,0,0,0,0,0,0
Gm10096,0,0,0,0,0,0,0,0
Gm10058,0,0,0,0,0,0,0,0
Gm10487,0,0,0,0,0,0,0,0
Gm10488,0,0,0,0,0,0,0,0
Gm10230,0,0,0,0,0,0,0,0
Gm10486,0,0,0,0,0,0,0,0
Gm10147,0,0,0,0,0,0,0,0
Gm10096,0,0,0,0,0,0,0,0
Gm10058,0,0,0,0,0,0,0,0
Gm4836,0,0,0,0,0,0,0,0
Gm14819,0,0,0,0,0,0,0,0
Gm10486,0,0,0,0,0,0,0,0
Gm10147,0,0,0,0,0,0,0,0
Gm10096,0,0,0,0,0,0,0,0
Gm10058,0,0,0,0,0,0,0,0
Gm4836,0,0,0,0,0,0,0,0
Gm10488,0,0,0,0,0,0,0,0
Gm14819,0,0,0,0,0,0,0,0
Gm10486,0,0,0,0,0,0,0,0
Gm10147,0,0,0,0,0,0,0,0
Gm10096,0,0,0,0,0,0,0,0
Gm10058,0,0,0,0,0,0,0,0
Gm4836,0,0,0,0,0,0,0,0
Gm10488,0,0,0,0,0,0,0,0
Gm10096,0,0,0,0,0,0,0,0
Gm10486,0,0,0,0,0,0,0,0
Gm10147,0,0,0,0,0,0,0,0
Gm14819,0,0,0,0,0,0,0,0
Gm10488,0,0,0,0,0,0,0,0
Gm10058,0,0,0,0,0,0,0,0
Gm10487,0,0,0,0,0,0,0,0
Gm10096,0,0,0,0,0,0,0,0
Gm10486,0,0,0,0,0,0,0,0
Gm10147,0,0,0,0,0,0,0,0
Gm14819,0,0,0,0,0,0,0,0
Gm10488,0,0,0,0,0,0,0,0
Gm10058,0,0,0,0,0,0,0,0
Gm14819,0,0,0,0,0,0,0,0
Gm10486,0,0,0,0,0,0,0,0
Gm10147,0,0,0,0,0,0,0,0
Gm10096,0,0,0,0,0,0,0,0
Gm10058,0,0,0,0,0,0,0,0
Gm4836,0,0,0,0,0,0,0,0
Gm10921,0,0,0,0,0,0,0,0
Gm3701,0,0,0,0,0,0,0,0
Gm14351,0,0,0,0,0,0,0,0
Gm21950,0,0,0,0,0,0,0,0
Gm21951,0,0,0,0,0,0,0,0
Gm2799,0,0,0,0,0,0,0,0
Gm2799,0,0,0,0,0,0,0,0
Gmcl1l,0,0,0,0,0,0,0,0
Gm21951,0,0,0,0,0,0,0,0
Gm21950,0,0,0,0,0,0,0,0
Gm21637,0,0,0,0,0,0,0,0
Gm2825,0,0,0,0,0,0,0,0
Gm21951,0,0,0,0,0,0,0,0
Gm21950,0,0,0,0,0,0,0,0
Gm2837,0,0,0,0,0,0,0,0
Gm2863,0,0,0,0,0,0,0,0
Gm21637,0,0,0,0,0,0,0,0
Gm2913,0,0,0,0,0,0,0,0
Gm14351,0,0,0,0,0,0,0,0
Gm2933,0,0,0,0,0,0,0,0
Gm2927,0,0,0,0,0,0,0,0
Gm2933,0,0,0,0,0,0,0,0
Gm21950,0,0,0,0,0,0,0,0
Gm10487,0,0,0,0,0,0,0,0
Gm10096,0,0,0,0,0,0,0,0
Gm10486,0,0,0,0,0,0,0,0
Gm10147,0,0,0,0,0,0,0,0
Gm10230,0,0,0,0,0,0,0,0
Gm10488,0,0,0,0,0,0,0,0
Gm10058,0,0,0,0,0,0,0,0
Gm10487,0,0,0,0,0,0,0,0
Gm10096,0,0,0,0,0,0,0,0
Gm10486,0,0,0,0,0,0,0,0
Gm10147,0,0,0,0,0,0,0,0
Gm10230,0,0,0,0,0,0,0,0
Gm10488,0,0,0,0,0,0,0,0
Gm10058,0,0,0,0,0,0,0,0
Dock11,2.69469,1.55409,3.76289,2.78515,5.50951,4.07543,5.87333,5.43911
